ISO3,CO2,CH4,N2O,HFCS,PFCS,SF6,NF3,IPC1,IPC2,IPCMAG,IPC4,IPC5,IPCMLULUCF,CO2_IPC1,CO2_IPC2,CO2_IPCMAG,CO2_IPC4,CO2_IPC5,CO2_IPCMLULUCF,CH4_IPC1,CH4_IPC2,CH4_IPCMAG,CH4_IPC4,CH4_IPC5,CH4_IPCMLULUCF,N2O_IPC1,N2O_IPC2,N2O_IPCMAG,N2O_IPC4,N2O_IPC5,N2O_IPCMLULUCF,HFCS_IPC2,PFCS_IPC2,SF6_IPC2,NF3_IPC2
LBR,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,NO,NO,NO,NO
LBY,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
LCA,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,NO/YES,NO/YES,NO/YES,NO/YES
LIE,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
LKA,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,NO/YES,NO/YES,NO/YES,NO/YES
LSO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
LTU,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
LUX,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
LVA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
MAC,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
MAR,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
MCO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
MDA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
MDG,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
MDV,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,NO/YES,NO,NO,NO/YES,NO,NO,NO,NO,NO,NO
MEX,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES
MHL,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,NO/YES,NO/YES,NO/YES,NO/YES
MKD,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,NO/YES,NO,NO,NO,NO,NO,NO/YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
MLI,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
MLT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
MMR,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,NO,NO,NO,NO
MNE,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES
MNG,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES
MOZ,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,YES,YES/NO,YES/NO,YES,YES/NO,YES,YES,YES/NO,YES/NO,YES,YES/NO,YES,YES,YES/NO,YES/NO,YES,YES/NO,YES,NO,NO,NO,NO
MRT,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
MSR,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
MUS,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES
MWI,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
MYS,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
NAM,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
NER,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,NO,NO,NO,NO
NGA,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,NO/YES,NO/YES,NO/YES,NO/YES
NIC,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,NO/YES,NO,NO,NO,NO,NO/YES,NO/YES,NO,NO,NO,NO,NO/YES,NO,NO,NO,NO
NIU,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,NO,NO,NO,NO
NLD,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NOR,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
NPL,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
NRU,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,NO/YES,NO,NO,NO,NO,NO,NO/YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
NZL,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
OMN,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,YES,NO/YES,NO/YES
PAK,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
PAN,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,NO/YES,NO,NO,NO,NO,NO/YES,NO/YES,NO,NO,NO,NO,NO/YES,NO,NO,NO,NO
PCN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
PER,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
PHL,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,NO/YES,NO/YES,NO/YES,NO/YES
PLW,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,NO/YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
PNG,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,NO/YES,NO,NO,NO,NO,NO/YES,NO/YES,NO,NO,NO,NO,NO/YES,NO,NO,NO,NO
POL,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
PRK,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES
PRT,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
PRY,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
QAT,YES,YES,NAN,YES,NAN,NAN,NAN,YES,NO,NO,YES,NO,NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES,YES/NO,YES/NO,NAN/YES,NAN/NO,NAN/NO,NAN/YES,NAN/NO,NAN/NO,YES/NO,NAN/NO,NAN/NO,NAN/NO
ROU,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
RUS,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
RWA,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,NO/YES,NO/YES,NO/YES,NO/YES
SAU,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,NO/YES,NO,NO/YES,NO/YES,NO,NO/YES,NO,NO,NO,NO
SDN,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,NO,NO,NO,NO
SEN,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
SGP,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
SGS,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
SHN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
SLB,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,NO/YES,NO,NO,NO,NO,NO/YES,NO/YES,NO,NO,NO,NO,NO/YES,NO,NO,NO,NO
SLE,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
SLV,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,NO,NO,NO,NO
SMR,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
SOM,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,NO,NO,NO,NO
SRB,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES
SSD,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,NO/YES,NO,NO,NO,NO,NO/YES,NO/YES,NO,NO,NO,NO,NO/YES,NO,NO,NO,NO
STP,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
SUR,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,NO,NO,NO,NO
SVK,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
SVN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
SWE,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
SWZ,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES,NO/YES
SXM,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
SYC,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES
SYR,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
TCA,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
TCD,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,NO,NO,NO,NO
TGO,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,YES,YES/NO,YES,YES/NO,YES/NO,YES,NO,NO,NO,NO
THA,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,NO/YES
TJK,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,NO/YES,NO/YES,NO/YES,NO/YES
TKL,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
TKM,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,YES,YES,YES,YES,YES,YES/NO,NO/YES,NO/YES,NO/YES,NO/YES
TLS,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
TON,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES/NO,YES,YES,YES/NO,YES/NO,YES,YES/NO,YES,YES,YES/NO,YES/NO,YES,YES/NO,YES,YES,YES/NO,YES/NO,NO,NO,NO,NO
TTO,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES,YES/NO,YES/NO,YES/NO,YES/NO,NO/YES,NO/YES,NO/YES,NO/YES
TUN,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
TUR,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
TUV,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,NO/YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
TWN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
TZA,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
UGA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,YES,YES,YES,YES/NO,YES/NO,YES,YES,YES,YES,YES
UKR,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
UMI,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
URY,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES,NO/YES
USA,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
UZB,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,NO,NO,NO,NO
VAT,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
VCT,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES
VEN,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,YES,YES,YES/NO,YES,YES/NO,YES,NO/YES,NO/YES,NO,NO/YES,NO,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES
VGB,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
VNM,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES,NO/YES,NO/YES
VUT,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES/NO,YES/NO,YES/NO,YES/NO,YES/NO,NO/YES,NO,NO,NO,NO,NO,NO/YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
WSM,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES/NO,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO,NO/YES,NO/YES,NO/YES,NO/YES,NO/YES,NO,NO/YES,NO/YES,NO/YES,NO/YES
YEM,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES/NO,YES,YES,YES/NO,YES/NO,YES,YES/NO,YES,YES,YES/NO,YES/NO,YES,YES/NO,YES,YES,YES/NO,YES/NO,NO,NO,NO,NO
ZAF,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO/YES
ZMB,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,YES,YES/NO,YES,NO,NO,NO,NO
